Machine Module,N9322C,CN0743A505
+3.499830435e+08,-6.678169250e+01,
+3.499832609e+08,-7.652341461e+01,
+3.499834783e+08,-7.311997223e+01,
+3.499836957e+08,-6.625710297e+01,
+3.499839130e+08,-4.523281097e+01,
+3.499841304e+08,-2.742828178e+01,
+3.499843478e+08,-1.891076851e+01,
+3.499845652e+08,-1.836800575e+01,
+3.499847826e+08,-2.519106102e+01,
+3.499850000e+08,-4.214723206e+01,
+3.499852174e+08,-6.408055878e+01,
+3.499854348e+08,-5.934273529e+01,
+3.499856522e+08,-5.933780670e+01,
+3.499858696e+08,-6.080548096e+01,
+3.499860870e+08,-6.772537231e+01,
+3.499863043e+08,-7.314181519e+01,
+3.499865217e+08,-6.408634949e+01,
+3.499867391e+08,-6.057104492e+01,
+3.499869565e+08,-5.909809113e+01,
+3.499871739e+08,-5.948515320e+01,
+3.499873913e+08,-6.344580078e+01,
+3.499876087e+08,-6.657395935e+01,
+3.499878261e+08,-5.969826508e+01,
+3.499880435e+08,-5.971623230e+01,
+3.499882609e+08,-6.581754303e+01,
+3.499884783e+08,-8.052720642e+01,
+3.499886957e+08,-7.814765167e+01,
+3.499889130e+08,-6.531757355e+01,
+3.499891304e+08,-6.689157104e+01,
+3.499893478e+08,-7.252705383e+01,
+3.499895652e+08,-6.836131287e+01,
+3.499897826e+08,-6.066678619e+01,
+3.499900000e+08,-6.071694183e+01,
+3.499902174e+08,-6.463393402e+01,
+3.499904348e+08,-7.362533569e+01,
+3.499906522e+08,-7.041344452e+01,
+3.499908696e+08,-7.002906036e+01,
+3.499910870e+08,-6.947293091e+01,
+3.499913043e+08,-6.771788788e+01,
+3.499915217e+08,-6.188085175e+01,
+3.499917391e+08,-6.158651733e+01,
+3.499919565e+08,-6.817305756e+01,
+3.499921739e+08,-6.367005920e+01,
+3.499923913e+08,-6.227645874e+01,
+3.499926087e+08,-6.287387848e+01,
+3.499928261e+08,-6.391354752e+01,
+3.499930435e+08,-6.332696533e+01,
+3.499932609e+08,-6.441014099e+01,
+3.499934783e+08,-6.255348969e+01,
+3.499936957e+08,-6.382062149e+01,
+3.499939130e+08,-6.327432251e+01,
+3.499941304e+08,-6.357762146e+01,
+3.499943478e+08,-6.552063751e+01,
+3.499945652e+08,-6.578690338e+01,
+3.499947826e+08,-6.604813385e+01,
+3.499950000e+08,-6.588088989e+01,
+3.499952174e+08,-6.309955597e+01,
+3.499954348e+08,-5.835567474e+01,
+3.499956522e+08,-5.811577606e+01,
+3.499958696e+08,-6.114556122e+01,
+3.499960870e+08,-6.610837555e+01,
+3.499963043e+08,-6.235910034e+01,
+3.499965217e+08,-6.295822906e+01,
+3.499967391e+08,-6.406745148e+01,
+3.499969565e+08,-6.128498840e+01,
+3.499971739e+08,-6.029557800e+01,
+3.499973913e+08,-6.076551819e+01,
+3.499976087e+08,-6.418052673e+01,
+3.499978261e+08,-6.316767120e+01,
+3.499980435e+08,-6.526229858e+01,
+3.499982609e+08,-5.370579529e+01,
+3.499984783e+08,-3.375228882e+01,
+3.499986957e+08,-2.156479836e+01,
+3.499989130e+08,-1.880628777e+01,
+3.499991304e+08,-2.172504997e+01,
+3.499993478e+08,-3.424551392e+01,
+3.499995652e+08,-5.858177185e+01,
+3.499997826e+08,-6.178196716e+01,
+3.500000000e+08,-5.974163055e+01,
+3.500002174e+08,-6.015041351e+01,
+3.500004348e+08,-6.779995728e+01,
+3.500006522e+08,-6.753269196e+01,
+3.500008696e+08,-6.568654633e+01,
+3.500010870e+08,-6.575168610e+01,
+3.500013043e+08,-6.840699768e+01,
+3.500015217e+08,-6.405356598e+01,
+3.500017391e+08,-6.425568390e+01,
+3.500019565e+08,-6.440354156e+01,
+3.500021739e+08,-6.349517822e+01,
+3.500023913e+08,-6.813202667e+01,
+3.500026087e+08,-6.789182281e+01,
+3.500028261e+08,-6.018750763e+01,
+3.500030435e+08,-5.991867065e+01,
+3.500032609e+08,-6.324802399e+01,
+3.500034783e+08,-6.634177399e+01,
+3.500036957e+08,-6.369377899e+01,
+3.500039130e+08,-6.452610016e+01,
+3.500041304e+08,-6.589804840e+01,
+3.500043478e+08,-6.181304932e+01,
+3.500045652e+08,-6.164846039e+01,
+3.500047826e+08,-6.460393524e+01,
+3.500050000e+08,-6.466488647e+01,
+3.500052174e+08,-6.434223175e+01,
+3.500054348e+08,-6.274341583e+01,
+3.500056522e+08,-5.893118286e+01,
+3.500058696e+08,-5.939884949e+01,
+3.500060870e+08,-6.229328918e+01,
+3.500063043e+08,-6.178132629e+01,
+3.500065217e+08,-6.264066315e+01,
+3.500067391e+08,-5.947529602e+01,
+3.500069565e+08,-6.011763000e+01,
+3.500071739e+08,-6.484580231e+01,
+3.500073913e+08,-6.295791626e+01,
+3.500076087e+08,-6.212074280e+01,
+3.500078261e+08,-6.765206146e+01,
+3.500080435e+08,-6.973221588e+01,
+3.500082609e+08,-7.174973297e+01,
+3.500084783e+08,-6.374248886e+01,
+3.500086957e+08,-5.971257019e+01,
+3.500089130e+08,-5.946993256e+01,
+3.500091304e+08,-6.003816223e+01,
+3.500093478e+08,-6.123754120e+01,
+3.500095652e+08,-6.441031647e+01,
+3.500097826e+08,-6.772544861e+01,
+3.500100000e+08,-6.541669464e+01,
+3.500102174e+08,-6.550986481e+01,
+3.500104348e+08,-6.787019348e+01,
+3.500106522e+08,-6.506213379e+01,
+3.500108696e+08,-6.465618896e+01,
+3.500110870e+08,-6.798377228e+01,
+3.500113043e+08,-6.795127869e+01,
+3.500115217e+08,-6.949342346e+01,
+3.500117391e+08,-6.515593719e+01,
+3.500119565e+08,-6.191673279e+01,
+3.500121739e+08,-5.979936981e+01,
+3.500123913e+08,-5.935732269e+01,
+3.500126087e+08,-6.161752319e+01,
+3.500128261e+08,-4.255777740e+01,
+3.500130435e+08,-2.530143547e+01,
+3.500132609e+08,-1.860128975e+01,
+3.500134783e+08,-1.917977333e+01,
+3.500136957e+08,-2.780930138e+01,
+3.500139130e+08,-4.584973145e+01,
+3.500141304e+08,-6.471892548e+01,
+3.500143478e+08,-7.430688477e+01,
+3.500145652e+08,-6.687274170e+01,
+3.500147826e+08,-6.680998993e+01,
+3.500150000e+08,-6.442485046e+01,
+3.500152174e+08,-6.471080017e+01,
+3.500154348e+08,-7.062687683e+01,
+3.500156522e+08,-6.710857391e+01,
+3.500158696e+08,-6.640007782e+01,
+3.500160870e+08,-6.079837799e+01,
+3.500163043e+08,-5.916620636e+01,
+3.500165217e+08,-6.040505981e+01,
+3.500167391e+08,-6.182317352e+01,
+3.500169565e+08,-6.420621490e+01,
+3.500171739e+08,-7.055707550e+01,
+3.500173913e+08,-7.038220215e+01,
+3.500176087e+08,-6.806813049e+01,
+3.500178261e+08,-6.637602234e+01,
+3.500180435e+08,-6.422003937e+01,
+3.500182609e+08,-6.410382080e+01,
+3.500184783e+08,-6.817314911e+01,
+3.500186957e+08,-6.799695587e+01,
+3.500189130e+08,-6.864778900e+01,
+3.500191304e+08,-7.049714661e+01,
+3.500193478e+08,-7.045925903e+01,
+3.500195652e+08,-6.464131927e+01,
+3.500197826e+08,-6.461746979e+01,
+3.500200000e+08,-6.564557648e+01,
+3.500202174e+08,-6.702990723e+01,
+3.500204348e+08,-6.868632507e+01,
+3.500206522e+08,-6.225634003e+01,
+3.500208696e+08,-6.178694916e+01,
+3.500210870e+08,-6.561410522e+01,
+3.500213043e+08,-6.209316254e+01,
+3.500215217e+08,-6.110880280e+01,
+3.500217391e+08,-6.313423157e+01,
+3.500219565e+08,-6.828545380e+01,
+3.500221739e+08,-7.130553436e+01,
+3.500223913e+08,-6.653005981e+01,
+3.500226087e+08,-6.341508484e+01,
+3.500228261e+08,-6.394015121e+01,
+3.500230435e+08,-6.378988266e+01,
+3.500232609e+08,-6.176496887e+01,
+3.500234783e+08,-6.281165314e+01,
+3.500236957e+08,-6.224816895e+01,
+3.500239130e+08,-6.158492279e+01,
+3.500241304e+08,-6.189797974e+01,
+3.500243478e+08,-6.266992188e+01,
+3.500245652e+08,-7.200913239e+01,
+3.500247826e+08,-6.834397888e+01,
+3.500250000e+08,-6.198210907e+01,
+3.500252174e+08,-6.014463043e+01,
+3.500254348e+08,-6.099996948e+01,
+3.500256522e+08,-6.229926300e+01,
+3.500258696e+08,-6.287469482e+01,
+3.500260870e+08,-6.658174896e+01,
+3.500263043e+08,-6.968367004e+01,
+3.500265217e+08,-6.860585022e+01,
+3.500267391e+08,-6.812837982e+01,
+3.500269565e+08,-6.785771942e+01,
+3.500271739e+08,-5.295700073e+01,
+3.500273913e+08,-3.119911003e+01,
+3.500276087e+08,-2.028278923e+01,
+3.500278261e+08,-1.871872139e+01,
+3.500280435e+08,-2.325105095e+01,
+3.500282609e+08,-3.813475037e+01,
+3.500284783e+08,-6.411275482e+01,
+3.500286957e+08,-6.321552277e+01,
+3.500289130e+08,-6.133398438e+01,
+3.500291304e+08,-6.177819824e+01,
+3.500293478e+08,-7.318621063e+01,
+3.500295652e+08,-6.556745148e+01,
+3.500297826e+08,-6.237677765e+01,
+3.500300000e+08,-6.206586456e+01,
+3.500302174e+08,-6.090644836e+01,
+3.500304348e+08,-6.033709717e+01,
+3.500306522e+08,-5.998590088e+01,
+3.500308696e+08,-6.231883240e+01,
+3.500310870e+08,-6.486102295e+01,
+3.500313043e+08,-6.457204437e+01,
+3.500315217e+08,-6.893666077e+01,
+3.500317391e+08,-6.705255127e+01,
+3.500319565e+08,-6.686562347e+01,
+3.500321739e+08,-6.744951630e+01,
+3.500323913e+08,-7.096898651e+01,
+3.500326087e+08,-7.165859985e+01,
+3.500328261e+08,-6.901441193e+01,
+3.500330435e+08,-6.632888031e+01,
+3.500332609e+08,-6.271244049e+01,
+3.500334783e+08,-6.256315613e+01,
+3.500336957e+08,-6.671449280e+01,
+3.500339130e+08,-6.269599915e+01,
+3.500341304e+08,-6.282048798e+01,
+3.500343478e+08,-6.436724091e+01,
+3.500345652e+08,-6.566142273e+01,
+3.500347826e+08,-6.861399841e+01,
+3.500350000e+08,-6.851134491e+01,
+3.500352174e+08,-6.328211212e+01,
+3.500354348e+08,-6.320994568e+01,
+3.500356522e+08,-6.051837158e+01,
+3.500358696e+08,-5.845527649e+01,
+3.500360870e+08,-6.030475616e+01,
+3.500363043e+08,-6.629022980e+01,
+3.500365217e+08,-6.732077026e+01,
+3.500367391e+08,-6.562145996e+01,
+3.500369565e+08,-6.655459595e+01,
+3.500371739e+08,-6.379719925e+01,
+3.500373913e+08,-6.139461517e+01,
+3.500376087e+08,-5.723426819e+01,
+3.500378261e+08,-5.435003662e+01,
+3.500380435e+08,-5.458963776e+01,
+3.500382609e+08,-5.888278961e+01,
+3.500384783e+08,-6.435978699e+01,
+3.500386957e+08,-6.982741547e+01,
+3.500389130e+08,-6.056784821e+01,
+3.500391304e+08,-5.677944183e+01,
+3.500393478e+08,-5.703634644e+01,
+3.500395652e+08,-6.353320313e+01,
+3.500397826e+08,-6.212650299e+01,
+3.500400000e+08,-6.406350708e+01,
+3.500402174e+08,-6.468629456e+01,
+3.500404348e+08,-6.350084686e+01,
+3.500406522e+08,-6.129310608e+01,
+3.500408696e+08,-6.115474701e+01,
+3.500410870e+08,-6.273590088e+01,
+3.500413043e+08,-6.278691864e+01,
+3.500415217e+08,-6.381100845e+01,
+3.500417391e+08,-3.844064331e+01,
+3.500419565e+08,-2.330200386e+01,
+3.500421739e+08,-1.862045097e+01,
+3.500423913e+08,-2.012224007e+01,
+3.500426087e+08,-3.075397301e+01,
+3.500428261e+08,-5.573492432e+01,
+3.500430435e+08,-6.808512878e+01,
+3.500432609e+08,-6.797798920e+01,
+3.500434783e+08,-6.570092773e+01,
+3.500436957e+08,-6.627680969e+01,
+3.500439130e+08,-6.668877411e+01,
+3.500441304e+08,-6.589685059e+01,
+3.500443478e+08,-6.402800751e+01,
+3.500445652e+08,-5.900421143e+01,
+3.500447826e+08,-5.679351044e+01,
+3.500450000e+08,-5.669024658e+01,
+3.500452174e+08,-6.014619446e+01,
+3.500454348e+08,-6.288729858e+01,
+3.500456522e+08,-6.426179504e+01,
+3.500458696e+08,-7.262545013e+01,
+3.500460870e+08,-6.660128784e+01,
+3.500463043e+08,-6.667164612e+01,
+3.500465217e+08,-6.516426849e+01,
+3.500467391e+08,-6.364555359e+01,
+3.500469565e+08,-6.393473434e+01,
+3.500471739e+08,-6.023046875e+01,
+3.500473913e+08,-5.893489075e+01,
+3.500476087e+08,-6.106375122e+01,
+3.500478261e+08,-6.682852173e+01,
+3.500480435e+08,-6.337821960e+01,
+3.500482609e+08,-6.226668549e+01,
+3.500484783e+08,-6.448487854e+01,
+3.500486957e+08,-6.462231445e+01,
+3.500489130e+08,-6.629850769e+01,
+3.500491304e+08,-6.297935486e+01,
+3.500493478e+08,-6.357643127e+01,
+3.500495652e+08,-6.771942902e+01,
+3.500497826e+08,-7.097959137e+01,
+3.500500000e+08,-6.694960785e+01,
